Sentence_id	Prior_Emotion	Sentence	Attention	Certainty	Effort	Pleasant	Responsibility	Control	Circumstance
835	Fear	I felt … when awaiting the email results of an important and very expensive accountancy exam I had taken a few months previously.	3	0	1	0	0	0	1
1143	Shame	I felt ... when I managed to lock myself out of my car whilst my keys were inside the car and the engine was running!	2	1	2	0	3	1	1
890	Fear	I felt … because I saw how some men treat women, especially in African countries and being a woman I don't want to find myself in any danger of being raped, or killed.	2	1	1	0	0	0	0
1151	Shame	I felt ... when I argued with old woman and called her stupid.	0	3	0	0	3	3	0
817	Fear	I felt … when our kitten escaped in the late evening and we thought he was lost.	3	0	3	0	0	0	2
1125	Shame	I felt ... because I was a quizmaster at a party and I made a mess of it as I hadn't prepared adequately.	0	3	1	0	3	3	0
897	Guilt	I feel … because we are staying home on New Year's Eve and I should perhaps have organised something for the kids.	2	2	0	0	3	3	0
776	Disgust	I felt … when I went on holiday to Tunisia and it was an all inclusive holiday, a lady was eating a plate full of prawns in their shells and the flies were all over them.	1	3	1	0	0	0	0
739	Disgust	I felt … when I saw a bag full of moulded bananas on my kitchen counter. I felt … because I’d already cleaned the space and somehow missed them, so I had to clean it all again.	1	3	1	0	2	1	1
942	Guilt	I felt ... because I had not made enough effort to return an item that I had borrowed from someone and they then had to come to find me in order to get the item back and this was embarrassing and made me feel rather ... that I had inconvenienced them. It may have harmed our relationship in the long term due to the tension over the issue.	1	2	2	0	3	3	0
1157	Shame	I felt ... when I drank too much and fell asleep.	0	3	0	0	3	1	0
829	Fear	I felt … when I had done something stupid and gone over drawn on my bank account that would cause a snowball of payments not being paid out.	1	1	3	0	3	1	0
871	Fear	I felt … because I watched a … inducing movie on TV late in the night.	3	2	0	0	3	3	0
1173	Shame	I felt ... when I turned up drunk at a party and made a show of myself.	0	1	2	0	3	0	1
801	Disgust	I felt … when I saw the amount of dog mess left along a footpath near my home, ruining what would otherwise be a wonderfully pleasant walk.	2	3	1	0	0	1	2
1146	Shame	I felt ... when I got drunk and squeezed a strangers bum, not ... of it at the time - but definitely the next day when I sobered up.	0	2	0	0	3	0	1
949	Guilt	I felt ... when I encouraged my mother to report a dangerous driver, then she got attacked and nearly died by the driver when the police told the person she reported that it was her that did it. I felt ... because it was my fault she even went to the police about it in the first place and I nearly caused her to die.	2	1	1	0	3	0	0
852	Fear	I felt … when my partner was in hospital. He was really really ill and I was … they weren't going to find out why.	3	0	3	0	0	0	1
791	Disgust	I felt … when my children made an inappropriate noise in public.	1	2	1	0	1	1	0
808	Disgust	I felt … at watching people eating dogs in a documentary on TV.	1	3	0	0	1	0	0
713	Anger	I felt … when I broke the screen of my laptop by accident.	2	3	1	0	3	0	1
815	Fear	I felt … when housesitting a cottage in the countryside a few autumns ago for some friends who had gone abroad. That particular weekend was rather windy;  I was all alone and there were all sorts of strange sounds making me uneasy.	2	0	2	0	0	1	2
686	Anger	I felt … when someone at my work said something rude to me.	2	3	2	0	0	0	0
1013	Joy	I felt ... watching my sapphire ring sparkle in the sunshine.	2	3	0	3	0	1	2
729	Disgust	I felt a lot of … towards my friend because he stole my wallet.	3	3	2	0	0	0	0
1040	Joy	I felt ... because I spent Christmas with my family.	3	3	0	3	1	3	0
1090	Sadness	I felt great ... when we had to put our pet cat Skippy to sleep at the vets.  She was quite old and began to have serious health problems.	3	2	3	0	0	0	3
1060	Sadness	I felt ... when I heard that my husband's mother had to go back into hospital again after days of being home and appearing to get well.	3	0	2	0	0	0	2
985	Joy	I felt ... when my cat ate for the first time after being too sick to eat for weeks. Knowing she was eating again meant that she should survive so I’m glad she ate.	3	2	1	3	0	0	2
807	Disgust	I felt … when I ordered a salad from a restaurant and there was slug attached to a piece lettuce.	1	3	1	0	1	1	2
1053	Sadness	I felt ... when I remembered my grandfather, who died around Christmas time seven years ago - he is always missed at the festive table.	3	3	3	0	0	0	3
1021	Joy	I felt ... when I was a young child in 1980 at the age of of just ten. I was waiting desperately for my computer to arrive which was the Sinclair ZX80 that my dad had ordered from Sinclair Research, I was absolutely addicted to computers as an autistic child but only had access to one for a limited time when my dad occasionally brought a Commodore Pet home from work and I was absolutely desperate to get a computer of my own. Every day I'd come back from school desperately hoping it had arrived to another day of disappointment. When it finally arrived after lots of delays I felt a huge amount of intense ... and also excitement, it was one of the best warm feelings as an autistic child I could have felt, it was like all my Christmas's had come together in one, I couldn't wait to get it connected and only my parents forcing me to go to bed later that night forced me away from it or I would have stayed up all night and the ... of receiving it remained for a long time, this remained an obsession that never ended. It's probably difficult to understand how much ... I felt to receive such a basic computer by someone who doesn't have an addictive autistic interest like I did and still have, but I haven't stopped using computers every day since then and I'm now 49 years old.	3	2	1	3	0	0	1
660	Anger	I felt … when I was criticized doing my job at work.	1	3	2	0	1	0	0
904	Guilt	I felt … when my Grandfather was very ill and I got a telephone call at 2am and, knowing who it would be and what it would be about, I pretended to be asleep and didn't answer. I found out the next morning my Grandfather had died and, if I had answered the phone, I could have gone and seen him before he passed away. This was nearly 20 years ago and I still feel … about it regularly.	2	1	2	0	3	1	2
1062	Sadness	I felt ... when we went to see my best friends dad in a hospice as he was very ill and he then passed away. My friend was intensely upset and seeing her like this made me feel ... for her future and how she has to live without him here. I felt ... for what she had lost.	3	1	3	0	0	0	3
1123	Shame	I felt ... when I recall that I cheated on my husband, something I should never have done and now wish I hadn’t.	1	2	2	0	3	2	0
870	Fear	I felt … when I had to appear as a witness in court when I knew the person on trial.	1	1	2	0	0	0	2
1055	Sadness	I felt ... when I had to leave to go home on Christmas Day, I knew I would miss my family going back home and Christmas was all but over.	2	3	2	0	1	0	1
936	Guilt	I felt ... by not letting my sister help me sort out my bedroom, after she offered.	1	2	0	0	3	3	0
1111	Sadness	I felt ... when my dad died last year.	3	2	2	0	0	0	3
1034	Joy	I felt ... when my favourite character finally got the love interest he wanted.	3	3	0	3	0	0	1
575	Anger	I felt … when someone broke something I owned intentionally.	3	3	1	0	1	0	0
857	Fear	I felt … that I would not score that good in my last exam because of what my family will say.	1	0	3	0	2	1	0
781	Disgust	I feel … when people don't close their mouths when eating and talk with their mouths full.	0	3	1	0	0	0	0
836	Fear	I felt … when my grandmother didn't answer the door when I visited. I was … that she was ill or had had a fall.	3	0	3	0	0	0	1
1126	Shame	I felt ... when I saw a man known as Wooley yesterday and as I knew that there is a Wooley spotters social media page, I did not make it known to him.	1	2	0	0	1	1	2
966	Guilt	I felt ... when I left my mother dealing with my father's illness.	0	1	2	0	3	3	0
457	Anger	I felt … when my step dad kicked my dog. The dog wasn’t even in his way - he’d already moved, and he just launched himself at the dog kicking him. I was … because I hate anyone that hurts animals.	3	3	1	0	0	0	0
1149	Shame	I felt ... when I remember an embarrassing social faux pas from my teenage years.	0	3	1	0	3	0	0
1057	Sadness	I felt ... at a nearby footpath level crossing over a railway line that the remains of a fox was present - and had likely been hit by a train.	2	2	2	0	0	0	2
661	Anger	I felt … when my co-worker said they had completed a task which I later found they had not.	2	2	2	0	0	0	0
909	Guilt	I felt … when I had not done a job for a friend that I had promised to do.	1	3	1	0	3	3	0
732	Disgust	I felt … when I recently heard of a man that had a dog and was encouraging it to fight with other dogs that they met in the street.	2	2	0	0	0	0	0
695	Anger	I felt … when someone hit my husbands brand new car while it was parked in the police station but no one saw or knew anything about it.	3	2	1	0	0	0	0
937	Guilt	I felt ... when competing in a competition and I took the winning spot just seconds before the contest was over. The person that was bumped down to second was a child and they were very upset at losing. I hadn’t intentionally overtaken them and felt really ... about making them sad.	1	3	0	1	2	2	0
710	Anger	I felt … when my ex husband was hateful towards our children.	3	2	3	0	0	0	0
911	Guilt	I felt … when I crashed my grandfather's car.	2	2	2	0	3	1	1
875	Fear	I felt … while hanging onto the side rope of a raft in a white water rapid with a rock coming up very quickly with my name on it.	3	0	3	0	1	1	2
847	Fear	I felt … when standing on the river bank at Cantley Christmas Eve, about to take a photo, the fear of falling in.	3	0	2	0	3	1	2
1065	Sadness	I felt ... when my pet died.	3	2	3	0	0	0	3
1156	Shame	I remember being ... when as a young teenager I phoned a girl I liked to ask her out to our school's football match.  She turned me down flat. The sense of ... came when I saw this girl later in the week.	0	3	2	0	0	0	0
856	Fear	I was once … when on my first flight abroad I experienced a spell of air turbulence.	2	0	2	0	0	0	2
743	Disgust	I felt … when I saw someone saying something intentionally unkind to someone else.	2	2	0	0	0	0	0
905	Guilt	I feel… because I lied to my partner.	0	2	0	0	3	3	0
846	Fear	I felt … when I applied for low-paid job at a place where lots of people knew me as a 'professional'. I felt … because people would know that I had 'failed' at what I had been trying to achieve for the last few years.	0	2	3	0	2	1	0
760	Disgust	I felt … when watching a television documentary about a child killer.	2	3	0	0	2	1	0
699	Anger	I felt … when politicians overruled the local will of the people on a planning issue.	2	3	0	0	0	0	0
1133	Shame	I felt ... when my girlfriend slapped me.	3	2	2	0	0	0	0
861	Fear	I felt … when I thought I had lost my purse in town.	2	0	3	0	2	0	1
1165	Shame	I felt ... when I was in a hurry and passed by a charity worker asking for donations.	0	3	0	0	3	3	0
983	Joy	I felt ... because my daughter was handpicked to travel abroad to prepare an advertising campaign for a well known charity.	3	3	0	3	0	0	0
1022	Joy	I feel ... when I spend time with my partner, he makes me laugh and makes me forget about my problems when we're together. Spending time with family too fills me with ..., especially my mum.	3	3	0	3	2	3	0
902	Guilt	I felt … because my dog was playing ball of the lead with another younger dog, and suddenly for seemingly no reason mine decided to bare his teeth at the other dog and have a go. I felt like a bad dog owner.	2	2	0	0	2	0	2
1033	Joy	I felt ... when my daughter told me she has a prestigious job lined up.	3	2	0	3	0	0	0
963	Guilt	I felt ... when I ate a large amount of cake.	0	3	0	1	3	3	0
1019	Joy	I felt ... when one of my very shy foster cats came and sat beside me for a cuddle and purred contentedly.	3	1	0	3	0	0	2
1170	Shame	I felt ... when I pretended to be less able bodied than I am so I could get a seat on a busy train.	0	3	0	0	3	3	0
863	Fear	I felt … when I saw a gigantic spider in the bath.	2	2	3	0	0	0	2
773	Disgust	I felt … because I felt that I was not given enough credit for the quality of the work that I had done because the managers were only interested in the quantity of the work submitted and did not take into account the difficulty or the depth that was required to complete what I had done.	2	2	2	0	0	0	0
682	Anger	I felt … when I saw dog dirt left on a public footpath probably because the owner couldn't pick it up.	0	3	1	0	0	0	1
1039	Joy	I felt ... when I completed my first half marathon.	3	3	1	3	3	3	0
1093	Sadness	I felt ... that a friend's pet rabbit had to be put to sleep, although he was a fine age and had always been wonderfully cared for.	2	3	2	0	0	0	3
1084	Sadness	I felt ... when my boyfriend of several years broke up with me.	2	2	3	0	0	0	0
723	Anger	I felt … because I got cut up by another car when driving.	2	2	1	0	0	0	0
906	Guilt	I feel … because I have forgotten to renew my library books and those of my elderly neighbour and was worried that she would get a fine.	3	1	1	0	3	0	0
923	Guilt	I feel ... because I look back on my younger school days and I wasn't very nice to some people.  Even now it still bothers me that I could have been like that when I wouldn't dream of being horrible to someone as an adult.	1	2	2	0	3	2	0
976	Joy	I felt ... when I was very pleased when a dad gave me a bike.	3	2	0	3	0	0	0
1115	Sadness	The last time I felt really ... was the day I heard that Stan Lee (creator of Marvel) died as I have always been a big fan of his.	2	2	1	0	0	0	3
907	Guilt	I felt … because I didn't really want my eldest son to come over for Christmas when I should have left old feelings aside.	0	2	3	0	2	3	0
898	Guilt	I felt … when I took full credit for a money saving initiative at work that was actually a concept that originated with a co-worker.	0	3	0	0	3	3	0
742	Disgust	I felt … when my brother farted when I was eating.	0	3	1	0	0	0	0
812	Fear	I felt a lot of … that my mother wouldn't know that I was smoking with my friends.	0	1	1	0	3	3	0
777	Disgust	I felt … when I watched a documentary on Vegan militants and the footage they had shown on pig and chicken farms made me feel awful for the animals.	2	3	0	0	1	2	0
975	Joy	I felt ... when I won £210 on a slot machine, so I could buy myself some emeralds.	3	3	0	3	0	0	2
550	Anger	I felt … when I found out that my son was being bullied after he started Secondary school and I stayed … until something was done about it. I was so … about it that I was close to hitting the person involved as well as their Father but managed to restrain myself.	3	2	3	0	0	0	0
754	Disgust	I felt … when I walked my kids to school after the Christmas holidays and the walkway was full of dog poop.	1	3	1	0	0	1	2
1127	Shame	I felt ... because I forgot someone’s name when they came to visit.	2	2	0	0	2	0	0
1085	Sadness	I felt ... when I walked past a homeless person sleeping on the streets of London.	0	2	2	0	1	1	2
706	Anger	I felt … when I watched elected MPs being harassed by protestors.	3	3	0	0	1	1	0
998	Joy	I felt ... when my favourite football team won the cup final.	3	3	0	3	0	0	0
1101	Sadness	I felt ... when I had to return home after a particularly good break away.	1	3	1	0	0	0	2
1038	Joy	I felt ... when I was in an amateur dramatics and got a singing part in a musical called Kiss Me Kate and got to sing a big number called To Darn Hot. The show ran for a week and I was able to perform this to hundreds of people each night.	3	3	1	3	2	1	0
822	Fear	I felt … when I took my cat to the vet because I thought she was going to die.	3	0	3	0	1	1	2
701	Anger	I felt … when a man allowed his dog to try and bite mine and thought it was funny.	3	2	3	0	0	0	0
994	Joy	I felt ... because I had hit my goal for the day.	3	3	0	3	3	3	0
1070	Sadness	I felt ... when I saw a homeless cat on the street.	2	2	1	0	0	0	2
820	Fear	I felt … when my youngest son went into hospital for another set of tests and I was scared that it would be something life threatening.	3	0	3	0	0	0	3
1069	Sadness	I felt ... because my dog was very ill and had to be put to sleep.	3	2	2	0	0	0	3
924	Guilt	I feel ... because I didn't spend as much time as I should with my ill brother before he died.	2	2	3	0	3	2	1
893	Guilt	I felt … when I let my dog out in the garden one and then forgot and went to bed in the morning the poor thing was crying outside the door.	3	3	0	0	3	0	0
1005	Joy	I felt ... when I was given a very special spinning wheel as a surprise on my birthday from all my family.	3	3	0	3	0	0	0
802	Disgust	I felt … when I had to plunge the toilet as it had gotten clogged.	0	3	3	0	0	1	1
970	Guilt	I felt ... when I inadvertently failed to pay the 5p charge for a carrier bag when using the self service checkout machine at my local supermarket.	0	3	0	0	3	1	0
880	Fear	I felt … when I was abseiling down a cliff-face.	3	1	2	2	2	3	1
953	Guilt	I felt ... when I overindulged.	0	3	0	0	3	3	0
1114	Sadness	I felt ... when I saw how migrants die crossing the Mediterranean sea.	2	2	1	0	0	0	1
1037	Joy	I felt ... when my daughter was born.	3	3	1	3	3	1	0
697	Anger	I felt … when the neighbours’ son smashed my window with his football, and I was made to pay the damage by my landlord while the son continued to throw and kick his ball at my window.	3	2	2	0	0	0	0
824	Fear	I felt … when I was zip lining in Costa Rica. I was up really really high and I looked down on the middle of a line this gave me … that I was going to fall and ultimately die.	3	0	3	0	3	1	2
731	Disgust	I feel … when I have been let down by people that I thought were friends.	2	3	1	0	0	0	0
988	Joy	I felt ... when I saw my eldest son home from university after three months away.	3	3	0	3	0	0	0
1136	Shame	I felt ... as a teenager, I belonged to St John's Ambulance (a First Aid charity) and while walking with my Grandparents, I saw someone collapsed but, as there was a crowd around them, I didn't want to go and see if I could help so I just carried on walking, despite my Grandparents telling me otherwise. I later felt ... that I hadn't at least offered to help ad it still ... me to this day.	1	1	2	0	1	2	1
1054	Sadness	I felt ... when my mother died. I sat with her as she took her last breath and have never felt pain and ... like it.	3	2	3	0	0	0	3
750	Disgust	I felt … when watching the racist behaviour of some football fans outside a railway station.	2	3	0	0	0	0	0
1103	Sadness	I felt ... when I saw a group of homeless people and it was cold outside.	2	3	1	0	0	0	1
1148	Shame	I felt ... because other people knew that I hadn't been seeing my ill brother as often as I could have been doing.	0	3	2	0	3	2	0
1008	Joy	I felt ... when an online order was delivered and the item was better than expected	3	2	0	3	0	0	2
1075	Sadness	I felt ... when I didn't hear from an old friend that I messaged to wish a Happy Christmas.	2	1	1	1	0	0	0
1108	Sadness	I felt ... that my partner's Grandma misses having the company of a cat, and won't consider getting one for fears of what might happen to it after she is gone.	3	2	2	0	0	0	0
948	Guilt	I felt ... when I lied to my friend and said I was going out but I wasn’t.	0	3	0	0	3	3	0
1086	Sadness	I felt ... when my dog died. He was ill for a while. Still miss him.	3	2	3	0	0	0	3
1032	Joy	I felt ... after attending the Walt Strony organ concert last Saturday and hearing all the dramatic music.	3	3	0	3	2	1	0
979	Joy	I felt ... when I received an amazon voucher for a Christmas present - not only was it larger than I had reason to expect, but I now have enough in my gift card balance to buy a fitness tracker.	3	3	0	3	0	0	0
491	Anger	I feel … when I see politicians grinning at food bank photo opportunities before swanning off in their warm cars to a heated house with a full kitchen of food.	2	3	0	0	0	0	0
1009	Joy	I felt ... when my current boyfriend asked me to be exclusive with him. I really liked him and was glad he felt the same way and wanted things to go in the same direction.	3	2	0	3	0	1	0
894	Guilt	I feel … because I didn't help my son as much as I could have.	1	2	1	0	3	3	0
688	Anger	I felt … when as a young hairdresser I was closing up the shop.  My boss came in and was annoyed and angry that I had let my girlfriend into the shop while I was closing up.  We had an altercation over the incident.	2	2	3	0	2	1	0
779	Disgust	I felt … when my son showed me his ingrown toenail.	1	2	1	0	0	0	0
247	Anger	I felt … when my father in law asked me if I was ready to accept my daughter back home when she failed to find work in London as a dancer.	2	3	1	0	0	0	1
1098	Sadness	I felt ... when I discovered I have a health problem that although not too serious will limit my life a little and signifies I am getting old.	2	1	3	0	0	0	3
939	Guilt	I felt ... when our cats was mauled because the night before we found her I had passed her in the garden she lay in and the ... of that still bothers me, was she alive? Even the fact she was out in the cold all night.	3	2	2	0	1	0	2
1113	Sadness	I felt ... because I missed seeing my son when he couldn't visit as he wasn't feeling well.	3	1	3	0	0	0	3
761	Disgust	I felt … when I heard that people who have homes were imitating the homeless by begging on the streets and earning up to £300 per day.	2	3	0	0	0	0	0
68	Anger	I felt … when a guy kept whatsupping me when I told him I was busy.	1	2	1	0	0	0	0
982	Joy	I felt ... when I had a fab new years night out with my family and friends.	3	3	0	3	2	3	0
1134	Shame	I felt ... when my dad had his little toe cut off because of diabetes and I recognised that if I didn't change my lifestyle that could be me and that I was ... of who I was.	3	1	3	0	0	0	2
1044	Joy	I felt ... when I saw a couple of newborn goats.	3	3	0	3	0	0	2
931	Guilt	I felt ... when I participated in gossip at work.	1	3	0	0	2	3	0
1058	Sadness	I was ... when I found out a close family friend passed away. It was out of the blue so we didn’t know it was going to happen, so it was very sad.	3	2	3	0	0	0	3
927	Guilt	I felt ... because I ate the last bit of trifle and denied it when someone didn't have any.	0	3	0	0	3	3	0
928	Guilt	I felt ... when I took some cute little miniature tiles from a display in a shop.	0	3	0	0	3	3	0
514	Anger	I felt … because I was stupid enough to forget to take the notes dispensed from the cash point when I made a withdrawal for £50 and when I realised and went back someone else had taken it.	3	2	1	0	3	0	0
1011	Joy	The most ... I have experienced was over 10 years ago now at the birth of our daughter. We already had a son and we both were hoping for a daughter but we decided to not know the sex of the child until the birth so we were both overjoyed, as was her brother.	3	2	1	3	1	1	2
1142	Shame	I felt ... when I gave away a gift I didn't like and the person found out	1	1	1	0	3	1	0
1072	Sadness	I felt ... when I had to have my dog put to sleep.	3	2	3	0	0	0	3
1162	Shame	I felt ... when I was fired from a job for not meeting achievement quotas regularly enough. This was something that made me feel ... as it was something that only happened to me at that time and I felt embarrassed in the context of my colleagues at that workplace.	2	2	3	0	3	0	0
780	Disgust	I felt … when I found a child pooping in my garden - which isn’t accessible to the public. His mother didn’t seem to think he’d done anything wrong and even said I shouldn’t have been watching. It wasn’t even cleaned up. I was left with poop in the middle of my yard by a child, which I had to clean up.	3	3	1	0	0	0	0
946	Guilt	I felt ... when I watched a documentary that showed footage of farms of pigs and chickens and as a meat eater I felt awful guilt at how they are treated.	1	3	0	0	1	0	0
962	Guilt	I felt ... because I make my parents’ problems worse because my income is minimal and not really enough to support all of us, but neither of them can work. I feel ... because I don’t have enough to get what they need and they get angry about it.	2	2	2	0	3	1	0
886	Fear	I felt … when a dog came barking and growling at me when I was out walking.	3	0	2	0	0	0	2
1049	Sadness	I felt ... when my dad died as it was sudden and he was on his own at the time and I wish I could have been with him.	3	2	2	0	1	0	3
757	Disgust	I felt … because I found quite a lot of hairs on a piece of flat bread I had already bitten into at an Indian meal.	1	2	1	0	0	0	1
736	Disgust	I felt … when found a dead caterpillar in a pre-packed salad.	1	3	1	0	0	0	2
1153	Shame	I felt ... because BREXIT has made my country a laughing stock.	1	3	0	0	0	0	0
700	Anger	I felt … when I saw someone mistreating an animal.	2	3	0	0	0	0	0
932	Guilt	I felt ... when, as a University student, I went nightclubbing and, having got home, needed cigarettes and decided to drive to the shop at 3am. I shouldn't have done it as I had too much to drink and I felt very guilty about it the next day. Luckily, it hadn't resulted in anything untoward but it was the only time it ever happened.	1	3	0	0	3	2	0
956	Guilt	I felt ... because I was unable to attend my son’t concert, because of work commitments.	2	2	2	0	2	0	2
1080	Sadness	I feel ... when I watch my football team lose.	1	3	0	0	0	0	1
1010	Joy	I felt ... when the lady who was my first crush gave me a smile last week.	3	2	0	3	0	0	0
992	Joy	I felt ... when my now husband proposed to me.	3	3	0	3	0	1	0
845	Fear	I felt … when a fight broke out in a bar, I was in and had my girlfriend with me and couldn’t think how to get out.	3	0	2	0	0	0	1
842	Fear	I felt … because a car was driving down the wrong side of the road straight towards my car and I thought we were going to have a serious head on crash.	3	0	2	0	0	0	1
1129	Shame	I felt ... because I hadn't called my friend who lost a close friend because I was so busy with my own life that I neglected to think of her.	1	2	1	0	3	3	0
854	Fear	I felt … during a very heavy thunderstorm.	1	1	1	0	0	0	2
1059	Sadness	I felt ... when I watched a sad film.	3	3	0	0	3	3	0
935	Guilt	I felt ... when I spoiled a surprise party that was planned for someone that we knew at the time.  I had done this without thinking and the people planing the party showed their displeasure with me.	1	3	0	0	3	2	0
763	Disgust	I felt … when my dog licks the ground when something horrible has been there.	1	3	0	0	0	0	2
1074	Sadness	I felt ... because one of my friends was mistreated by her husband.	3	2	2	0	0	0	0
895	Guilt	I felt … when I did not stay to do New Year with my parents.	2	2	1	0	3	3	0
1026	Joy	I felt ... when I received recognition at work with a job role change and pay rise.	3	3	0	3	2	1	0
853	Fear	I felt … when I walked down a dark alley.	3	0	2	0	3	1	2
900	Guilt	I felt … when me and my partner have caught a cold and our friend was expecting us to go to theirs for New Year's Eve and we bailed to stay at home feeling sorry for ourselves! I felt … to let our friends down.	1	2	0	0	1	2	1
826	Fear	I felt … as a child when I wandered off from my parents in a busy department store.	2	1	2	0	3	2	0
1097	Sadness	I felt ... when my oldest cat had to be put to sleep because an inoperable tumour was found.	3	2	3	0	0	0	3
737	Disgust	I felt … when I found the dead mouse behind the outside freezer.	1	3	1	0	0	0	3
926	Guilt	I feel ... when I walk by homeless people on the street.	0	3	1	0	0	2	1
952	Guilt	I felt ... because my Grandmother, 8 years ago, was in a nursing home and was only given a short time to live as she was very ill. On the day she died, my Mum phoned me to tell me she had gotten worse and to come see her but, I took my time thinking a few hours wouldn't make a difference but, it did and I arrived less than 20 minutes after she passed away. I have felt ... about that ever since as I should have been there, not only to say goodbye but also for my Mum to support her.	2	2	2	0	3	2	1
745	Disgust	I felt … when someone I know abandoned their family because they had found a new partner and blamed it all on their ex.	2	2	0	0	0	0	0
778	Disgust	I felt … because the shop I used to work in stored all the damaged fresh meat in a storeroom fridge and I was sent in to clean it out and it was crawling full of maggots.	0	2	2	0	0	0	1
810	Fear	I felt … when I was on a small plane and there was a lot of turbulence.	2	0	2	0	0	0	3
869	Fear	I felt … when I thought I had lost my wallet.	3	0	2	0	2	0	2
79	Anger	I feel … because I can't stand when people lie.	2	3	1	0	0	0	0
617	Anger	I felt … when I was going upstairs to heat my coffee in the microwave and one of the other students had left a tap on in the upstairs bathroom, thinking that everyone else had moved out for Christmas already. I was extremely … because that would have eventually flooded the rest of the house and destroyed my room downstairs. The bathroom was flooded, and I was afraid that I would be blamed for the incident. The water was beginning to leak into the wood flooring outside the bathroom as well, and I was afraid that it would warp when it dried out. I was extremely … at the damage to the house, and the potential that I could end up in trouble because of all of this. It took hours to clean up, and I was even … because it was crunch time on my projects and I had a deadline the following morning. It was a colossal waste of time and energy both for me and for the Student Village Maintenance workers who had to deal with the water, and I still have no idea what the fallout will be from this situation.	3	2	3	0	0	1	0
1119	Shame	I felt ... because at school, I took my friend's book from his backpacks. I was afraid to admit it.	0	3	1	0	3	3	0
1099	Sadness	I felt ... this morning when I read a story about how sexual abuse examination centres are not doing their job properly, meaning that children who have been abused may not see justice as evidence may be lost due to the time it is taking. It is ... as this shows that vulnerable members of our society are not getting the attention that they need.	2	3	0	0	0	0	0
1031	Joy	I felt ... when a Christmas present I had bought for someone was greatly appreciated.	3	3	0	3	3	0	0
332	Anger	I felt … because I was given bad customer service by a store.	2	2	1	0	0	0	0
705	Anger	I felt … when a man jumped on the roof of our van that was parked outside late one evening when we were in bed.	3	1	1	0	0	0	0
691	Anger	I felt … when my bike was stolen after having left it unlocked for all of five minutes in my front garden.	3	2	2	0	1	0	0
844	Fear	I felt … when I was in a high place during a trip.	3	1	1	1	2	2	1
1076	Sadness	I felt ... when watched the new Mary Poppins movie and one of the songs made me think of my dead mum	3	2	3	0	2	1	2
1168	Shame	I felt ... when I called in sick for work one day when I wasn’t really sick.	0	3	0	0	3	3	0
980	Joy	I felt ... when I had each of my children , such a pure feeling after that pain to finally see that bundle in your arms.	3	2	2	2	3	0	1
1100	Sadness	I felt ... when listening to the national news.	2	3	0	0	1	0	1
1185	Shame	I felt ... when I made a mistake at work and somebody else was blamed.	0	3	1	0	3	2	0
827	Fear	I felt … when I was walking in a large city at night on my own.	2	0	2	0	2	1	2
756	Disgust	I felt … when I took my weekly bin in after bin collection to find it crawling with maggots.	1	3	2	0	0	0	1
554	Anger	I felt … when my colleague refused to carry out a work task in a better and more efficient way that I had suggested.	2	2	0	0	0	0	0
934	Guilt	I felt ... when I went on holiday and left our cat behind.	2	1	1	0	3	3	0
734	Disgust	I felt … when I went into my back garden and found someone’s cat had been pooping on my lawn and I had to pick up over 10 poops.	2	3	3	0	0	0	2
965	Guilt	I felt ... because I was a bit late to lead a children's group and it meant someone else was worried.	2	2	1	0	3	1	0
61	Anger	I felt … when my ex husband managed to access my bank account and withdrew money from it to pay into his own account.	3	3	3	0	0	0	0
1001	Joy	I felt ... when I had my exam results and I had passed my Staff Nurse training.	3	3	0	3	2	1	0
1135	Shame	I felt ... when I failed my ninth year at high school.	1	3	2	0	3	1	0
873	Fear	I felt … earlier this evening when a car failed to stop at a road junction and nearly hit me on my cycle.	2	0	2	0	0	0	1
872	Fear	I felt … because we were driving fast in the rain in order to get somewhere before it shut, and the driver was going over the speed limit.	2	1	2	0	1	1	1
680	Anger	I felt … when I realised that there was an outbreak of head lice in my daughter's class. My daughter has hair down to the small of her back, so it's a lot of work to check thoroughly. One kid in the class wasn't checked as her mother had tv to catch it on that night. I'm still raging.	3	2	1	0	0	1	1
769	Disgust	I felt … when I found out that my ex had been cheating on me and hadn’t had any STI checks or anything. I felt … at the idea that he had cheated on me and that he could’ve passed diseases on to me and didn’t even care.	3	2	2	0	0	0	0
913	Guilt	I felt … because some friends were having a get together but didn't want a certain person invited so I had to lie to them where I was going.	0	3	0	0	2	3	0
748	Disgust	I felt … someone stabbed a man on a train.	2	1	2	0	1	0	1
1177	Shame	I felt ... when I over-ate on snacks.	0	3	1	0	3	3	0
693	Anger	I felt … when I found out that a good friend of mine had money stolen by a carer.	2	3	0	0	0	0	0
747	Disgust	I felt … when I was on a ferry in a storm and lots of people were vomiting.	0	3	2	0	0	0	1
855	Fear	I felt … when I was on a flight as I am … of flying.	2	0	3	1	1	0	2
984	Joy	I felt ... attending the New Year Organ Recital at Norwich Cathedral and listening to a varied selection of seasonal music.	3	3	0	3	2	2	0
727	Disgust	I felt … to read that a  97 year old man had been beaten up and robbed.	2	3	0	0	0	0	0
768	Disgust	I felt … because I ate a sausage that was horrible.	0	3	1	0	2	1	2
849	Fear	I feel … because car drivers frequently fail to see the stop light at a pedestrian crossing near to my home and carry on driving even though people are starting to walk across the road.	3	2	0	0	0	0	0
